Taxon,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
1eeb1e27cecb8c3a37a73e3bbb7c140c,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,,1
6f9c31dcbfeb0b81c0cab592b2e250be,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, [Anaerorhabdus]_furcosa_group, uncultured_Anaerorhabdus,0.764778052
aeb4a94e68346fd01e8e487e77247de0,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,,0.999974683
0e22b2e49a15e74e09bf1c151ed0f16a,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_melaninogenica,0.991979499
d27066c52af16e03ad2ab8182a2b6b27,Bacteria, Cyanobacteria, Vampirivibrionia, Gastranaerophilales, Gastranaerophilales, Gastranaerophilales, uncultured_bacterium,0.959122768
0e54df80b4e1350d88f233f9f282353e,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured, metagenome,0.77952009
b9caab5e52c46079327746d6449e839c,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999995583
417017f43bab6638e4accf42862e43ac,Bacteria, Desulfobacterota, Desulfovibrionia, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, uncultured_Firmicutes,0.952528778
4a2c14be887cd05674651a0e2d4dba7f,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes,,1
8c7e75071a95e9c8b7b5304663e94358,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae,,,0.999995979
3de29908e0ff6ee4706b3dd72cb3a86d,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999865376
189ec62b803fa783fb8818aca16bb167,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.99993553
68a3bd95d9033d2b3751ca9f3b627662,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae,,,0.994566994
6e4be0d062a1a953f7e50e9d162ae48c,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae, Gallionella,,0.903321437
22880f76c5de1134871547f054a5fc37,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae,,,0.98390933
621e410817b7f886cdef13286f9a656f,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae, Gallionella,,0.99900708
209042c5e93d2901208dd377c90ad6b3,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999999846
556e8245adcdd09bb9dde0d5549c3315,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999987744
2c177c12f327f192c1751342c32e0025,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999998999
1e6ed8e343d93a97ecb785b7f3cd52f7,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Blattabacteriaceae, Candidatus_Brownia, uncultured_bacterium,0.999816546
bcfc3242ea63781a52aef7f7ee62e208,Bacteria, Myxococcota, Myxococcia, Myxococcales, Anaeromyxobacteraceae, Anaeromyxobacter, uncultured_delta,0.741329879
81ed5f407f2b8af37d07cb6b313f899d,Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylomonas,,0.991010934
b428b9a4b2f4844a09bd92de3db23578,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999998201
8cba9aa7b1348e21f5b99a9c694bc9f6,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999999772
64c53529a96db7acad5cfe8356bb22ea,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae, Gallionella,,0.915064361
eb8d3f331099f99352ef5afb8fd55347,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae, Dechloromonas,,0.851122886
e7b8cd9c47d76015df4c7611671667db,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, MM2, uncultured_bacterium,0.981505915
c823e9e0fb4604c5ee13ddd4831edd5d,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae, Dechloromonas,,0.977197247
2d39c720e0024d8789836486302c5f24,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae, Sideroxydans,,0.849811483
0a58ee03c1bc84d522776be5babd2b04,Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylomonas, uncultured_bacterium,0.820781115
da026f3588efb75344add7868911a12b,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Sediminibacterium,,0.999711875
ce0b0071e7ef030bc0c9d424658f98c2,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae,,,0.999932597
cbf63bf158d6495649b9ae9f838c3cf5,Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylomonas,,0.992543908
a2ce018362802739315ca5609fd79b0c,Bacteria, Myxococcota, Myxococcia, Myxococcales, Myxococcaceae, P3OB-42, uncultured_Stigmatella,0.789475166
980ae5924a111e236409beb77d472202,Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Thiotrichaceae, Thiothrix,,0.99999999
626b04c51a50eac0d80a5b695abaa9de,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999999534
0fb33e151ba86a7f37e9f0880a044b7d,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Sutterellaceae, uncultured, uncultured_bacterium,0.716941025
2fa0ddf44a037825d96593d304a1e404,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae, Sideroxydans,,0.94961378
6ead441d30bdfbf555e2be6cbf367849,Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylomonas,,0.901988874
1ef570cc536e99cddae1cde84f520451,Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylomonas,,0.995097037
3a17b945880bf74cc3c12df89cbf47b6,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae, Ferriphaselus, uncultured_bacterium,0.971734342
9864ff339936e56178849b8648d1638d,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, Ellin6067,,0.999997212
8bb93a321dcb7c0ae87b2e6b5993e332,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,,,0.999999564
fd5cc9f65ae2ec7b82c4e27739c10994,Bacteria, Desulfobacterota, Desulfuromonadia, Geobacterales, Geobacteraceae, uncultured,,0.927681888
ee0b53fb75a12a1a25a7fa582180ccd6,Bacteria, Desulfobacterota, Desulfuromonadia, Geobacterales, Geobacteraceae, uncultured, uncultured_delta,0.901245302
85dd7400b4ad52dc7845d51ae89c13f1,Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Crenothrix, uncultured_bacterium,0.869555991
ec8a0058320680c2523feaf78e564077,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, Methylotenera,,0.973331104
737ef4a3785e5caaafb06402aa35b19c,Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, uncultured, uncultured_bacterium,0.84278638
1ff5effd261f297fd0df359957a3d908,Bacteria, Nitrospirota, Thermodesulfovibrionia, uncultured, uncultured, uncultured, uncultured_bacterium,0.918927311
01f31195c7572d725d1e0348f2f68f94,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, uncultured_bacterium,0.758416927
b71893e3eb1053414eee48ec4b78e1bb,Bacteria, Chloroflexi, Anaerolineae, SBR1031, SBR1031, SBR1031, uncultured_bacterium,0.765192321
c3c55069ae653993e0e64f08206fc0e7,Bacteria, Myxococcota, Myxococcia, Myxococcales, Anaeromyxobacteraceae, Anaeromyxobacter,,0.999814383
f1001cc4a0da819c2a080f14ee75c7ab,Bacteria, Desulfobacterota, Desulfobacteria, Desulfobacterales, Desulfosarcinaceae, Desulfatirhabdium, uncultured_bacterium,0.904489671
9e4c3f11c7f78a30ec0e13ae4d82a0fd,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Gallionellaceae, Gallionella,,0.986201184
0f3b5747a45697068c99666134f45155,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae,,,0.999413437
e491c06d487c1a54a1f3bb1d07b1e8a1,Bacteria, Desulfobacterota, Desulfuromonadia, Desulfuromonadia, Geothermobacteraceae, Geothermobacter, denitrifying_bacterium,0.834061065
665d02916e0015ab718ab65d71fcde45,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Limnobacter,,0.968217759
b562b95c86fb297ffa7992025268ed64,Bacteria, Nitrospinota, P9X2b3D02, P9X2b3D02, P9X2b3D02, P9X2b3D02,,0.999999993
0eee0293b25b079295e7cd530988ae84,Bacteria, Chloroflexi, Anaerolineae, SBR1031, SBR1031, SBR1031, uncultured_soil,0.926798512
98fd9aefb37cf47265baf56d712314bc,Bacteria, Myxococcota, Myxococcia, Myxococcales, Anaeromyxobacteraceae, Anaeromyxobacter, uncultured_bacterium,0.979714649
ddab6d54026518bfd70c0cb460821686,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, AKYH767, AKYH767,,0.883009257
4674d89cbdc47bb43e64d2858c418622,Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylomonadaceae, Methylomonas,,0.999838579
35905c63e3878063681d05fbe018b96d,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae,,,0.976885124
66340ac4a2c4e15f8a41d99202db9fd6,Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, A4b, uncultured_bacterium,0.894063786
57671d0e4300bc9391c09fab516caba6,Bacteria, Acidobacteriota, Holophagae, Subgroup_7, Subgroup_7, Subgroup_7, uncultured_Acidobacteriales,0.995857629
2b86164811d96e52b521defcee756b91,Bacteria, Armatimonadota, uncultured, uncultured, uncultured, uncultured, uncultured_soil,0.998529234
53d197ce0a0a75e56fd519140a5197d4,Bacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Sporomusaceae, uncultured,,0.999999993
6d45b9281eeb6aa54cbf00674841e545,Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas, uncultured_Gemmatimonas,0.746034241
bc1338a4775499be01552b04417d182c,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidetes_vadinHA17, Bacteroidetes_vadinHA17,,0.999976265
70640922b566ba683e583ae22917e8f6,Bacteria, Nitrospirota, 4-29-1, 4-29-1, 4-29-1, 4-29-1, uncultured_prokaryote,0.842137866
79f317509daf632fac99ce660439396e,Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96,,0.999999765
62d93060a86b3c0bb37b3634e5529004,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Rhodoblastus, uncultured_bacterium,0.805723198
0f594cf01dd5698bc2fba359945b1489,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, SC-I-84, SC-I-84, uncultured_soil,0.751674335
5afb69ef89a49ca49901027470507c5e,Bacteria, Nitrospirota, Thermodesulfovibrionia, uncultured, uncultured, uncultured, uncultured_prokaryote,0.908810923
870fbc1498a72731518a77127c1799d1,Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, uncultured,,0.997997631
423aca723ed4f93b25a57eaf7c63072d,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae,,,0.999930463
0798fff8baf6f09a595fb92576766cc1,Archaea, Halobacterota, Methanomicrobia, Methanomicrobiales, Methanoregulaceae, Methanoregula,,0.961600408
5d871227b90b989d373e7b00a4bed55f,Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96, uncultured_Chloroflexi,0.824150268
4f0c72372779d74e05ca6ffc3fca5396,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, uncultured, uncultured,,0.999999142
5a9862bb08d80af7d79030e7107710fc,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, SC-I-84, SC-I-84, uncultured_bacterium,0.944054992
6903c672cee3726a149869879624ef61,Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured,,0.995875068
93b0171f0ef17039d7cf4edf387ac58c,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella,,0.992506924
f62c5f7d0e3f88f1a46785aa12660960,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Intrasporangiaceae,,,0.974972525
76e936472e7de77b7490d4570ad6a7ef,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae,,,0.999914225
af61527677e304bdc05c9a7128ab6a95,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,,0.857323006
18e78f024b0477ffe63f61f3778b832e,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, LD29, uncultured_bacterium,0.995408047
d15ebd6f0607d9ca5085892a0ac7afc3,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidetes_vadinHA17, Bacteroidetes_vadinHA17,,0.999999964
301ef58d93eba2d439af18e682c21c40,Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured,,0.999994089
c8cd6b3dfda3eb1774c262093aa6acb0,Bacteria, Firmicutes, Bacilli, Lactobacillales,,,,0.999981448
607aaed3ad982687375bed403f81e229,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelatoclostridiaceae, Erysipelatoclostridium, Erysipelotrichaceae_bacterium,0.99518823
61a41ffdb9262c2f279701e05b007fe6,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,,0.984066712
a0a547d8b438c6bc8e534ba4ffdf897d,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,,0.994538285
82f8f4afa6981dadbcff788942986c27,Bacteria, Firmicutes, Clostridia, Eubacteriales, Eubacteriaceae, Eubacterium, Eubacterium_sp.,0.777184775
c1ad3548e2d440b2ea97c10151848c3f,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae,,,0.999998398
648fc5cacfa0d48e14520579852b2efb,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,,0.989396307
a9e5afe998f95623191b67ccca22ebb7,Bacteria, Firmicutes, Bacilli, Lactobacillales,,,,0.999962384
1a5cdcfc67d0a8344c3408f86d6d8953,Bacteria, Firmicutes, Clostridia, Eubacteriales, Eubacteriaceae, Eubacterium, Eubacterium_sp.,0.875296934
405acafa803f3b139d249c8c2b607002,Bacteria, Firmicutes, Clostridia, Christensenellales, Christensenellaceae, Christensenellaceae_R-7_group,,0.985205123
64d2b24686a906d403f4b7d61493d711,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,,0.999545497
c13a5ec32a610decd9c2de11de1fea0d,Bacteria, Firmicutes, Negativicutes, Acidaminococcales, Acidaminococcaceae, Succinispira, uncultured_bacterium,0.992780403
a25a8b243dfd77a47da927064634da0a,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Yaniella, uncultured_bacterium,0.8435942
fd2b0b0983f5c7a61e3117545344180c,Bacteria, Firmicutes, Bacilli, Staphylococcales, Staphylococcaceae, Staphylococcus,,0.999821392
9dbd0972a8a201bec5f43e91a733b367,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Lachnoclostridium, bacterium_PFB2-27,0.90183432
094c403f34f2e1fcf6b5bc02a40cd310,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Trebouxiophyceae_sp.,0.967018187
c9819e61c582e19213a6f5935be65f06,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Coriobacteriales_Incertae_Sedis, Raoultibacter, uncultured_bacterium,0.999573531
b1e091350bb4280b7d62efb4a6ecc6a4,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, W5053, uncultured_Clostridia,0.997089154
a7e14ee5121c6ba9b3f8d1efa7f2dfe2,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium_sensu_stricto_5,,0.996616666
3938fd6d63c2ede67a6c2f52b02f963f,Bacteria, Firmicutes, Clostridia, Christensenellales, Christensenellaceae, Christensenellaceae_R-7_group,,0.96376729
cc2f46cf9eb18ae079cba1aa79c6ea86,Bacteria, Firmicutes, Clostridia, Christensenellales, Christensenellaceae, Christensenellaceae, uncultured_bacterium,0.759331977
a03d4435cf0b09b4f66d65412c8c7896,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus,,0.959447454
383c393208a19d76520a974392469873,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Cellulosilyticum, uncultured_bacterium,0.925093688
62e8588c6d9d0697f3538e469a28e0e4,Bacteria, Firmicutes, Bacilli, Staphylococcales, Staphylococcaceae, Jeotgalicoccus,,0.998396249
465b07b2831110d870071f6d9b2f3f8a,Bacteria, Firmicutes, Clostridia, Eubacteriales, Eubacteriaceae, Eubacterium, Eubacterium_sp.,0.810932238
b5e3185d105fbee3bb69753ff64dbe2d,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Coriobacteriales_Incertae_Sedis, uncultured,,0.999984361
6cbb994e47af65917851a958e1787bd5,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Coriobacteriales_Incertae_Sedis, uncultured,,0.999957137
0a0f03dd71fe50c2c930ff497f652d36,Bacteria, Firmicutes, Clostridia, Christensenellales, Christensenellaceae, Christensenellaceae_R-7_group, uncultured_Clostridiaceae,0.982158864
acc1cb751e5d623189ceecb1550b92ef,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae, Parafrigoribacterium, uncultured_bacterium,0.727404305
1fe3f1bfd255619b3db537a8c88130d4,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium,,0.99032604
0c9aed08429f723e877e7436a25ac61c,Bacteria, Firmicutes, Clostridia, Christensenellales, Christensenellaceae, Christensenellaceae_R-7_group,,0.988266134
1519625e9b0b153a850a3affb8471eda,Bacteria, Firmicutes, Clostridia, Christensenellales, Christensenellaceae,,,0.984454695
a5d0875341adce94eceebc7d710e5a0f,Bacteria, Firmicutes, Clostridia, Christensenellales, Christensenellaceae, Christensenellaceae_R-7_group,,0.993164888
dfdf8732c21ff0ff79b17f4ae44f6f09,Bacteria, Firmicutes, Clostridia, Oscillospirales, Ruminococcaceae, uncultured, uncultured_Firmicutes,0.941018593
184a26ddcdc27fef728455517bfa8682,Bacteria, Firmicutes, Clostridia, Oscillospirales, Ruminococcaceae, uncultured, uncultured_Ruminococcaceae,0.966449557
e3f3520b9d5869be6ad3887e0cec3361,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium_sensu_stricto_1, uncultured_bacterium,0.704367236
0ce40104e778d66e81abb92787005e78,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, uncultured,,0.98756401
709dd23ad991b4409379cbc219867a27,Bacteria, Synergistota, Synergistia, Synergistales, Synergistaceae, uncultured,,0.706506863
7d250be48438f02a15dede65c2033efa,Bacteria, Firmicutes, Clostridia, Christensenellales, Christensenellaceae,,,0.995004097
6ba24034d1e3c268777d3eb44c57fc40,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Lachnoclostridium, bacterium_PFB2-27,0.78931455
385be3d92f09df5333b86100bc2eb256,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, ZOR0006, uncultured_bacterium,0.726497629
7563546f46d691ef0ba53b2e036e9e65,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae,,,0.999998485
50f2d38bbea60b92613f235201890a3f,Bacteria, Firmicutes, Bacilli, RF39, RF39, RF39,,0.999999988
64cff5a52b7cd7e5536a47d3fe330817,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Erysipelothrix, Erysipelothrix_rhusiopathiae,0.95683741
1ec69b3adac479ac063dc8079b9f7628,Bacteria, Firmicutes, Bacilli, RF39, RF39, RF39,,0.999999999
9ea36a6018623797a42171ef1c41bf80,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, uncultured, uncultured_Isosphaera,0.854997696
e059ec78bd28943017b4515ea2c65672,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes,,1
179ef61f4f9e7d7dedcc88cf3288578c,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Anaerostignum,,0.945649267
499a063d63b8598de7513fb79a692dac,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes, Alistipes_sp.,0.880282992
395c5724fc325ee3f9734e7c5b0d33a2,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Chitinibacteraceae, Silvimonas,,0.978430606
c9c69005371a5d23290b256b08d5127a,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,,0.999992324
bb51574f7ae55e88fa6eb0ff14dc9a9e,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,,0.999993302
9d1fa575203819b51ecbdaa5c9d6ed1f,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae, Uliginosibacterium,,0.83165168
e0ec6ad0afdab1759c83e4fdd7112546,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,,0.954403958
2cf1967ed81b7aef45690ae3408453b4,Bacteria, Planctomycetota, vadinHA49, vadinHA49, vadinHA49, vadinHA49,,0.999999995
342011764cb531a3af82c7ae2c956940,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas,,0.999999977
763e942e570a4746d2550a170aa72464,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Duganella,,0.934651446
bdcc317be4d58f8e984b290ea40b17cd,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia,,0.998103098
d89befe9aeb2b12cf87abf887380ee38,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured,,0.998101122
4e3c37fd7340e56bd1cadf51bcd748fa,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Xiphinematobacteraceae, Candidatus_Xiphinematobacter, metagenome,0.975940469
602910aec8e07f5a1eeb6ea7854a9141,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured,,0.999991092
ddc74fd299609ae13ad6f89a38057b54,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,,0.997696291
8dfa93f9d530148c8d2586ff83faee20,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, uncultured, metagenome,0.999999993
1d763e55e69b7eadab70b53157436944,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Chitinibacteraceae, Chitiniphilus, metagenome,0.752566357
b9e90a98d9b7e9a37929b2e3a31a4377,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Sporocytophaga, uncultured_bacterium,0.998294546
4589f64c6e9cfe090bafa3561efab2f8,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Filimonas,,0.999998062
c44817754db79eb247f29890e4bb8146,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter,,0.999999919
bbb44212a479d2df925bf50cdc3cecf3,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter,,0.9999974
2ce78a3667b915f72d741960e7b0d630,Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter,,0.999606542
2f2202e0eef6a919855c2e6342e616c7,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Bryocella,,0.91356604
cc8e4ab6b9da60dcf4290105cf71049e,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Dermacoccaceae, Dermacoccus, Dermacoccus_nishinomiyaensis,0.74490302
e99b5f052c804ebf67530ee378093ae6,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Methylacidiphilales, Methylacidiphilaceae, uncultured, uncultured_Verrucomicrobiales,0.98492922
2cf08cdf487f2fd7de1315f5b499ac54,Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured,,0.998927881
5220d2ce183922483b458a8a8e747707,Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, Candidatus_Alysiosphaera,,0.998422349
f19d33d7ab3231d9acd98c9f8fd5dec4,Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae,,,0.999999877
07649f2c903200bf7a2c01109f5094ce,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,,0.999565173
750603775ecaa1c06ceb98ca9ea245ee,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_cyanobacterium,0.732999094
e1f7607f41be03ed337ddc9ec5d09656,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Kocuria, Kocuria_marina,0.835349635
e33c1fc01e3137b7074f00fa3e2590c0,Bacteria, Armatimonadota, Armatimonadia, Armatimonadales, Armatimonadales, Armatimonadales, uncultured_bacterium,0.999979786
42647fc26034c5515c6ac28a7d97af67,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured,,0.993265294
556243d575fbe43a5865ee1cbe2068a1,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidocella,,0.747080231
b2df1d0e3e22f7c644c21d40d40d08bd,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Hymenobacteraceae, Hymenobacter, uncultured_bacterium,0.912756737
3194c954bb11227713bcad9966220016,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, Rhizobiales_bacterium,0.768465052
f9f9b9578a3c641dacdea317f9cdb2b5,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidicaldus, uncultured_bacterium,0.766776017
5d3887ec62e1ea3ccdaa614f98ef3bbf,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,,0.999999946
240bd672cde1cb8b19c2a7a491a8c6b2,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Edaphobacter,,0.990773412
